actorid,name.data,name.orig,name.orig.full,name.orig.fulleng,namechange,newname,newname.full.mt,newname.fulleng,org,dyadid,primary.party,osid,osvcoalition,osvcoalitionid,nsid,nscoalition,nscoalitionid,splinter,name.prev,actorid.prev,split.temp,name.split.temp,actorid.split.temp,alliance,name.alliance,actorid.alliance,join.group,group.name,actorid.group,location,gwno.loc,region,conflictid,origin,parent.org.subset,origin.name,origin.notes,ideology,ethnicity,religion,sources,delete,,
1307,SWAPO,SWAPO,,South West Africa People_‹_s Organization,0,,,,1,516,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,South Africa,560,4,1-101,political party,0,OPO,,Secessionist,Ovambo,None,UCDP,,,
1308,Republic of Biafra,Republic of Biafra,,Republic of Biafra,0,,,,1,528,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Nigeria,475,4,1-107,regional government,0,Governorate of Eastern Nigeria,,Secessionist,Igbo,None,Wikipedia,,,
1309,RFDG,RFDG,Rassemblement des Forces dê©mocratiques de Guinê©e,Rally of Democratic Forces of Guinea,0,,,,1,57,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Guinea,438,4,1-111,military faction,0,Guinean Army,,Democracy,Guinean,None,UCDP,,,
1310,Sudanese Communist Party,Sudanese Communist Party,,Sudanese Communist Party,0,,,,1,520,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Sudan,625,4,1-113,political party,0,Sudanese Communist Party,,Communist,Sudanese,None,UCDP,,,
1311,Islamic Charter Front,Islamic Charter Front,,Islamic Charter Front,0,,,,1,521,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Sudan,625,4,1-113,student organization,0,Islamic Charter Front,,Islamist,Sudanese,Islam (Sunni),Wikipedia,,,
1312,SPLM/A,SPLM/A,,Sudanese People_‹_s Liberation Movement/Army,0,,,,1,641,NA,1312,0,,"2-329, 2-327, 2-328, 2-330, 2-107, 2-331, 2-332",0,,0,,NA,0,,NA,0,,,0,,NA,"Sudan, DR Congo (Zaire), Ethiopia","625, 490, 530",4,1-113,military faction; splinter,1,Alliance of military defectors in South Sudan and former Anya Nya members,Sudanese Army; Anya Nya,Democracy,Sudanese,None,UCDP,,,
1314,NDA,NDA,,National Democratic Alliance,0,,,,1,645,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Sudan,625,4,1-113,alliance,0,SPLM/A; others,,Democracy,Sudanese,None,UCDP,,,
1315,JEM,JEM,,Justice and Equality Movement,0,,,,1,434,NA,1315,0,,Feb-91,0,,1,NRF,1317,0,,NA,1,"NRF, SRF","1317, 2047",0,,NA,Sudan,625,4,1-113,splinter,1,NRF,,Autonomy,Sudanese,None,UCDP,,,
1316,SLM/A,SLM/A,,Sudan Liberation Movement/Army,0,,,,1,433,NA,1316,0,,"2-143, 2-92",0,,0,,NA,0,,NA,1,SRF,2047,0,,NA,Sudan,625,4,1-113,grassroots,0,Darfur Liberation Front,,Autonomy,Sudanese,None,UCDP,,,
1317,NRF,NRF,,National Redemption Front,0,,,,1,630,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Sudan,625,4,1-113,alliance,0,JEM; SLM/A,Opposes Abjua Agreement,Autonomy,Sudanese,None,"UCDP, Wikipedia",,,
1318,SLM/A - MM,SLM/A - MM,,Sudan Liberation Movement/Army - Minni Minawi faction,0,,,,1,631,NA,1318,0,,2-143,0,,1,SLM/A,1316,0,,NA,1,"SRF, Darfur Joint Resistance Forces","2047, 5866",0,,NA,Sudan,625,4,1-113,splinter,1,SLM/A,Broke away in opposition to Darfur agreement,Autonomy,Sudanese,None,UCDP,,,
1319,SLM/A-Unity,SLM/A-Unity,,Sudan Liberation Movement/Army-Unity,0,,,,1,648,NA,NA,0,,,0,,1,SLM/A,1316,0,,NA,0,,,0,,NA,Sudan,625,4,1-113,splinter,1,SLM/A,Broke away in opposition to Darfur agreement,Autonomy,Sudanese,None,UCDP,,,
1320,Monima ,Monima ,Mouvement National pour l_‹_Independence de Madagascar,National Movement for the Independence of Madagascar,0,,,,1,540,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Madagascar (Malagasy),580,4,1-114,anti-colonial,0,Monima,,Economic Grievances,Malagasy,None,Wikipedia,,,
1321,Military faction (forces of Mohamed Madbouh),Military faction (forces of Mohamed Madbouh),,Military faction (forces of Mohamed Madbouh),0,,,,1,541,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Morocco,600,4,1-115,military faction,1,,,Coup,Moroccan,None,UCDP,,,
1322,Military faction (forces of Idi Amin),Military faction (forces of Idi Amin),,Military faction (forces of Idi Amin),0,,,,1,554,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Uganda,500,4,1-118,military faction,1,,,Coup,Kakwa,None,UCDP,,,
1323,Kikosi Maalum,Kikosi Maalum,Kikosi Maalum,Special Force,0,,,,1,700,NA,NA,0,,,0,,0,,NA,0,,NA,1,UNLF,1327,0,,NA,Uganda,500,4,1-118,deposed government,0,Government of Milton Obote,,Restore Government,Langi,None,UCDP,,,
1324,Military faction (forces of Charles Arube),Military faction (forces of Charles Arube),,Military faction (forces of Charles Arube),0,,,,1,555,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Uganda,500,4,1-118,military faction,1,,,Coup,NA,None,UCDP,,,
1326,Fronasa,Fronasa,,Front for National Salvation,0,,,,1,701,NA,NA,0,,,0,,0,,NA,0,,NA,1,UNLF,1327,0,,NA,Uganda,500,4,1-118,exiles/diaspora; foreign intervention,0,,,Regime Change,Banyankole,None,UCDP,,,
1327,UNLF,UNLF,,Uganda National Liberation Front,0,,,,1,556,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Uganda,500,4,1-118,alliance,0,"Fronasa, KM",,Regime Change,NA,None,UCDP,,,
1328,FUNA,FUNA,,Former Uganda National Army,0,,,,1,703,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Uganda,500,4,1-118,deposed government,0,Ugandan Army,,Restore Government,Kakwa,None,UCDP,,,
1329,NRA,PRA,,Popular Resistance Army,1,NRA,,National Resistance Army,1,574,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Uganda,500,4,1-118,alliance,0,UNLF; PRA,Mouseveni withdrew from govt in protest of elections,Political Grievance,Mixed,None,UCDP,,,
1330,UNRF,UNRF,,Ugandan National Rescure Front,0,,,,1,704,NA,NA,0,,,0,,1,FUNA,1328,0,,NA,0,,,0,,NA,Uganda,500,4,1-118,splinter,1,FUNA,Ethnic tensions caused fragmentation,Restore Government,Aringa,None,UCDP,,,
1331,HSM,HSM,,Holy Spirit Movement,0,,,,1,149,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Uganda,500,4,1-118,religious organization,0,,,Religious Grievance,Acholi,Christian (Prophetic),UCDP,,,
1332,UPDA,UPDA,,Ugandan People_‹_s Democratic Army,0,,,,1,706,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Uganda,500,4,1-118,deposed government,0,,,Restore Government,Acholi,None,UCDP,,,
1333,UFM,UFM,,Uganda Freedom Movement,0,,,,1,575,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Uganda,500,4,1-118,splinter,1,UNLF,,Ethnic Grievances,Baganda,None,UCDP,,,
1334,UPA,UPA,,Uganda People's Army,0,,,,1,148,NA,1334,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Uganda,500,4,1-118,military faction,1,,,Economic Grievances,Iteso,None,UCDP,,,
1335,Lord's Army,Lord's Army,,Lord's Army,0,,,,1,708,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Uganda,500,4,1-118,splinter,1,HSM,,Religious Grievance,Acholi,Christian (Prophetic),UCDP,,,
1336,LRA,UDCA,,Uganda Democratic Christian Army,1,LRA,Lord's Resistance Army,Lord's Resistance Army,1,151,NA,1336,0,,"2-107, 2-22, 2-25",0,,0,,NA,0,,NA,0,,,0,,NA,"Uganda, Sudan, DR Congo (Zaire), Central African Republic, South Sudan","500, 625, 490, 482, 626",4,1-118,splinter,1,HSM,,Religious Grievance,Acholi,Christian (Prophetic),UCDP,,,
1337,ADF,ADF,,Alliance of Democratic Forces,0,,,,1,153,NA,1337,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,"DR Congo (Zaire), Uganda","490, 500",4,1-118,alliance,0,Rwenzori Separatists; NALU; Tabliq Muslim Militias,,None,NA,Mixed,UCDP,,,
1338,WNBF,WNBF,,West Nile Bank Front,0,,,,1,152,NA,1338,0,,2-332,0,,0,,NA,0,,NA,0,,,0,,NA,"Sudan, Uganda","625, 500",4,1-118,deposed government,0,,,Regime Change,Mixed,None,UCDP,,,
1339,UNRF II,UNRF II,,Uganda National Rescue Front II,0,,,,1,431,NA,NA,0,,2-331,0,,1,WNBF,1338,0,,NA,0,,,0,,NA,"Uganda, Sudan","500, 625",4,1-118,splinter,1,WNBF,,Regime Change,MIxed,None,UCDP,,,
1340,ZAPU,ZAPU,,Zimbabwe African People_‹_s Union,0,,,,1,565,NA,NA,0,,,0,,0,,NA,0,,NA,1,PF,1342,0,,NA,Zimbabwe (Rhodesia),552,4,1-122,political party,0,,,Ethnic Grievances,Black,None,Wikipedia,,,
1341,ZANU,ZANU,,Zimbabwe African National Union,0,,,,1,560,NA,NA,0,,,0,,1,ZAPU,1340,0,,NA,1,PF,1342,0,,NA,Zimbabwe (Rhodesia),552,4,1-122,splinter,1,ZAPU,More extreme tactics than ZAPU,Ethnic Grievances,Black,None,UCDP,,,
1342,PF,PF,,Patriotic Front,0,,,,1,712,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Zimbabwe (Rhodesia),552,4,1-122,alliance,0,ZAPU; ZANU,,Ethnic Grievances,Black,None,UCDP,,,
1343,EIJM - AS,EIJM - AS,Harakat al Jihad al Islami - Abu Suhail faction,Eritrean Islamic Jihad Movement - Abu Suhail faction,0,,,,1,435,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Eritrea,531,4,1-130,splinter,1,EJIM,"Splinter of broader EJIM group, which itself was people kicked out of ELF for being too Muslim",Islamist,Eritrean,Islam (Sunni),UCDP,,,
1345,WSLF,WSLF,,Western Somali Liberation Front,0,,,,1,522,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Ethiopia,530,4,1-133,foreign intervention,0,WSLF,Set up by Somali govt,Irredentist,Somali,None,UCDP,,,
1346,ONLF,ONLF,,Ogaden National Liberation Front,0,,,,1,54,NA,1346,0,,2-363,0,,0,,NA,0,,NA,0,,,0,,NA,Ethiopia,530,4,1-133,splinter,1,WSLF,,Irredentist,Somali,None,UCDP,,,
1347,Renamo,Renamo,Resistê_ncia nacional moê_ambicana,Mozambican National Resistance,0,,,,1,99,NA,1347,0,,2-246,0,,0,,NA,0,,NA,0,,,0,,NA,"Mozambique, Zimbabwe (Rhodesia), Zambia","541, 552, 551",4,1-136,military faction; foreign intervention,1,,"Alliance of defectors from Frelimo regime, other dissidents with sponsorship from Rhodesia",Anti-Communist,Mozambican,None,UCDP,,,
1349,SSDF,SSDF,,Somali Salvation Democratic Front,0,,,,1,209,NA,NA,0,,"2-301, 2-306",0,,0,,NA,0,,NA,0,,,0,,NA,Somalia,520,4,1-141,alliance - political parties,0,SSF; SWP; DFLS,,Regime Change,Somali,None,UCDP,,,
1350,SNM,SNM,,Somali National Movement,0,,,,1,207,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Somalia,520,4,1-141,exiles/diaspora,0,,,Democracy,Issaq,None,"UCDP, Wikipedia",,,
1351,SPM,SPM,,Somali Patriotic Movement,0,,,,1,208,NA,NA,0,,"2-300, 2-283",0,,0,,NA,0,,NA,1,SRRC,1354,0,,NA,Somalia,520,4,1-141,military faction,1,Somali Army,,Democracy,Ogaden,None,UCDP,,,
1352,USC/SSA,USC,,United Somali Congress,1,USC/SSA,,United Somali Congress/Somali Salvation Alliance,1,210,NA,NA,0,,"2-287, 2-152",0,,0,,NA,0,,NA,1,SRRC,1354,0,,NA,Somalia,520,4,1-141,splinter,1,USC,,Regime Change,Hawiye,None,UCDP,,,
1353,USC/SNA,USC/SNA,,United Somali Congress/Somali National Alliance,0,,,,1,211,NA,NA,0,,"2-307, 2-303, 2-298, 2-308, 2-302, 2-306",0,,1,USC/SSA,1352,0,,NA,1,SRRC,1354,0,,NA,Somalia,520,4,1-141,splinter,1,USC,,Regime Change,Hawiye,None,UCDP,,,
1354,SRRC,SRRC,,Somali Reconciliation and Restoration Council,0,,,,1,212,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Somalia,520,4,1-141,alliance,0,SPM; USC/SSA; USC/SNA,,Reimge Change,Mixed,None,UCDP,,,
1355,ARS/UIC,SICS,,Supreme Islamic Council of Somalia,1,ARS/UIC,,Alliance for the Re-Liberation of Somalia/Union of Islamic Courts,1,632,NA,NA,0,,21-Feb,0,,0,,NA,0,,NA,1,Hizbul Islam,1882,0,,NA,Somalia,520,4,1-141,religious organization,0,Islamic Courts Union,,Islamist,Mixed,Islam (Sunni),wIkipedia,,,
1357,Military faction (forces of Samuel Doe),Military faction (forces of Samuel Doe),,Military faction (forces of Samuel Doe),0,,,,1,525,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Liberia,450,4,1-146,military faction,1,Liberian Army,,Coup,NA,NA,UCDP,,,
1358,NPFL,NPFL,,National Patriotic Front of Liberia,0,,,,1,93,NA,1358,0,,"2-238, 2-239, 2-240, 2-241",1,545001,0,,NA,0,,NA,0,,,0,,NA,"Sierra Leone, Liberia, Ivory Coast","451, 450, 437",4,1-146,government faction,1,,Alliance between former govt official charles taylor and oppressed ethnic groups in North,Democracy,Mixed,Mixed,UCDP,,,
1359,INPFL,INPFL,,Independent National Patriotic Front of Liberia,0,,,,1,94,NA,1359,0,,2-238,0,,1,NPFL,1358,0,,NA,0,,,0,,NA,Liberia,450,4,1-146,splinter,1,NPFL,,Democracy,Mixed,MIxed,UCDP,,,
1360,LURD,LURD,,Liberians United for Reconciliation and Democracy,0,,,,1,95,NA,1360,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,"Liberia, Sierra Leone","450, 451",4,1-146,splinter,1,ULIMO-K,,Reimge Change,Mandingo,NA,UCDP,,,
1361,MODEL,MODEL,,Movement for Democracy in Liberia,0,,,,1,352,NA,NA,0,,,0,,1,LURD,1360,0,,NA,0,,,0,,NA,Liberia,450,4,1-146,splinter,1,LURD,,Regime Change,Mandingo,NA,UCDP,,,
1362,Rê©sistance Armê©e Tunisienne,Rê©sistance Armê©e Tunisienne,Rê©sistance Armê©e Tunisienne,Tunisian Armed Resistance,0,,,,1,551,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Tunisia,616,4,1-148,protests,0,,,Democracy,Tunisian,NA,UCDP,,,
1363,NRC,NRC,,National Revolutionary Council,0,,,,1,547,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Gambia,420,4,1-149,political party; military faction,1,SRLP; members of armed forces,,Coup,Gambian,NA,UCDP,,,
1364,ANC,ANC,,African National Congress,0,,,,1,558,NA,1364,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,South Africa,560,4,1-150,political organization,0,,,Ethnic Grievances,Black,NA,UCDP,,,
1365,Military faction (forces of Hezekiah Ochuka),Military faction (forces of Hezekiah Ochuka),,Military faction (forces of Hezekiah Ochuka),0,,,,1,536,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Kenya,501,4,1-153,military faction,1,Kenyan Army,,Coup,Luo,NA,UCDP,,,
1366,Military faction (forces of Ibrahim Saleh),Military faction (forces of Ibrahim Saleh),,Military faction (forces of Ibrahim Saleh),0,,,,1,539,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Cameroon,471,4,1-158,military faction,1,Cameroonian Army,,Coup,Cameroonian,None,UCDP,,,
1367,MTD,MTD,Movement togolaise pour la dê©mocratie,Togolese Movement for Democracy,0,,,,1,471,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Togo,461,4,1-163,exiles/diaspora,0,MTD,Exiled political party,Reimge Change,Togan,None,UCDP,,,
1369,Popular Front,Popular Front,,Popular Front,0,,,,1,487,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Burkina Faso,439,4,1-165,military faction,1,Burkino Fasan Army,,Coup,Burkino Fasan,None,UCDP,,,
1370,Presidential guard,Presidential guard,,Presidential guard,0,,,,1,158,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Comoros,581,4,1-167,military faction,1,Comorosian Army,,Coup,Comorosian,None,UCDP,,,
1371,ALF,ALF,,Afar Liberation Front,0,,,,1,51,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Ethiopia,530,4,1-168,regional government,0,Sultan of Awsa,,Anti-Communist; Property Rights,Awsa,None,UCDP,,,
1372,ARDUF,ARDUF,,Afar Revolutionary Democratic Unity Front,0,,,,1,52,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Ethiopia,530,4,1-168,alliance - political parties,0,ARDUU; AUDF; ARF,,Autonomy,Awsa,None,"UCDP, Wikipedia",,,
1373,MPA,MPLA,Mouvement Populaire de Libê©ration de l'Azaouad,Popular Movement for the Liberation of Azawad,1,MPA,Mouvement populaire de l_‹_Azaouad,Azawad Peopleï_s Movement,1,96,NA,NA,0,,2-243,0,,0,,NA,0,,NA,0,,,0,,NA,Mali,432,4,1-177,splinter,1,Green Legion,Former members of Libyan Green Legion,Secessionist,Tuareg,None,UCDP,,,
1374,FIAA,FIAA,Front islamique arabe de l_‹_Azaouad,Islamic Arab Front of Azawad,0,,,,1,97,NA,1374,0,,2-243,1,543201,1,MPA,1373,0,,NA,0,,,0,,NA,Mali,432,4,1-177,splinter,1,MPA,,Secessionist,Arab,Islam (Sunni),UCDP,,,
1375,ATNMC,ADC _‹_ IB,Alliance dê©mocratique du 23 Mai pour le changement - Ibrahim Bahanga faction,May 23 Democratic Alliance for Change - Ibrahim Bahanga faction,1,ATNMC,Alliance Touareg Nord Mali pour le Changement,North Mali Tuareg Alliance for Change ,1,650,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Mali,432,4,1-177,splinter,1,ADC,,Secessionist,Tuareg,None,UCDP,,,
1376,FLAA,FLAA,Front de libê©ration de l_‹_AÊ r et l_‹_Azaouad,AÊ r and Azawad Liberation Front,0,,,,1,761,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Niger,436,4,1-255,transnational militant organization,1,Malian Tuareg groups,,Autonomy,Tuareg,None,UCDP,,,
1377,CRA,CRA,Coordination de la rê©sistance armê©e,Coordination of the Armed Resistance,0,,,,1,111,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Niger,436,4,1-178,alliance,0,,Coalition of groups from previous conflict,Autonomy,Tuareg,None,UCDP,,,
1378,UFRA,UFRA,Union des Forces de la rê©sistance armê©e,Union of Forces of the Armed Resistance,0,,,,1,762,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Niger,436,4,1-255,alliance,0,CRA; other,,Autonomy,Tuareg,None,UCDP,,,
1379,FPR,FPR,Front patriotique rwandais,Rwandan Patriotic Front,0,,,,1,127,NA,1379,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,"Rwanda, Burundi","517, 516",4,1-179,exiles/diaspora,0,,Founded by refugees,Ethnic Grievances,Tutsi,None,UCDP,,,
1380,FDLR,FDLR,Forces dê©mocratiques de libê©ration du Rwanda,Democratic Liberation Forces of Rwanda,0,,,,1,828,NA,1380,0,,"2-445, 2-495",0,,0,,NA,0,,NA,0,,,0,,NA,"DR Congo (Zaire), Rwanda, Tanzania, Uganda","490, 517, 510, 500",4,1-179,splinter,1,ALIR II,Hutus fighting in DRC turned attention to Rwanda,Ethnic Grievances,Hutu,None,UCDP,,,
1381,MFDC,MFDC,Mouvement des forces dê©mocratiques de Casamance,Movement of the Democratic Forces of the Casamance,0,,,,1,129,NA,1381,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Senegal,433,4,1-180,political party,0,,,Secessionist,Diola,None, UCDP,,,
1382,FRUD,FRUD,Front pour la restauration de l_‹_unitê© et de la dê©mocratie,Front for the Restoration of Unity and Democracy,0,,,,1,43,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Djibouti,522,4,1-184,alliance - political parties,0,,,Regime Change,Afari,None,UCDP,,,
1383,FRUD - AD,FRUD - AD,Front pour la restauration de l_‹_unitê© et de la dê©mocratie - Ahmed Dini faction,Front for the Restoration of Unity and Democracy - Ahmed Dini faction,0,,,,1,44,NA,NA,0,,,0,,1,FRUD,1382,0,,NA,0,,,0,,NA,Djibouti,522,4,1-184,splinter,1,FRUD,,Regime Change,Afari,None,UCDP,,,
1384,RUF,RUF,,Revolutionary United Front,0,,,,1,130,NA,1384,0,,"2-467, 2-466",0,,0,,NA,0,,NA,0,,,0,,NA,"Sierra Leone, Guinea, Liberia","451, 438, 450",4,1-187,transnational militant organization,0,NPFL,,Regime Change,Temme,None,UCDP,,,
1385,AFRC,AFRC,,Armed Forces Revolutionary Council,0,,,,1,131,NA,1385,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,"Sierra Leone, Guinea","451, 438",4,1-187,military faction,1,Sierra Leonan Army,,Coup,Limba,None, UCDP,,,
1386,Kamajors,Kamajors,Kamajors,Kamajors,0,,,,1,132,NA,1386,0,,2-467,0,,0,,NA,0,,NA,0,,,0,,NA,Sierra Leone,451,4,1-187,economic organization,0,Kamajors are traditional hunters,,Restore Government,Mende,None,UCDP,,,
1387,WSB,WSB,,West Side Boys,0,,,,1,714,NA,NA,0,,,0,,1,AFRC,1385,0,,NA,0,,,0,,NA,Sierra Leone,451,4,1-187,splinter,1,AFRC,,Unclear,NA,None,Wikipedia,,,
1388,Takfir wa'l Hijra,Takfir wa'l Hijra,Takfir wa'l Hijra,Exile and Redemption,0,,,,1,2,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Algeria,615,4,1-191,religious organization,0,,,Islamic State,Arab,Islam (Sunni),UCDP,,,
1389,AIS,MIA,Mouvement Islamique Armê©e,Armed Islamic Movement,1,"FIS, AIS","Front Islamique du Salut, Armê©e Islamique du Salut ","Islamic Salvation Front, Islamic Salvation Army",1,1,NA,NA,0,,2-166,0,,0,,NA,0,,NA,0,,,0,,NA,Algeria,615,4,1-191,political party,0,AIS,,Islamic State,Arab,Islam (Sunni),UCDP,,,
1390,GIA,GIA,Groupe islamique armê©e,Armed Islamic Group,0,,,,1,3,NA,1390,0,,2-166,0,,0,,NA,0,,NA,0,,,0,,NA,Algeria,615,4,1-191,alliance,0,,Alliance of several small extremist groups,Islamic State,Arab,Islam (Sunni),UCDP,,,
1391,AQIM,GSPC,Groupe salafiste pour la prê©dication et le combat,Salafist Group for Preaching and Combat,1,AQIM,Qaida al-Jihad fi Bilad al-Maghrib al-Islami,al-Qaida Organization in the Islamic Maghreb,1,"4, 806, 863",NA,1391,0,,2-488,1,543202,1,GIA,1390,0,,NA,0,,,0,,NA,"Algeria, Mali, Mauritania","615, 432, 435",4,"1-191, 1-267, 1-274",splinter,1,GIA,,Islamic State,Arab,Islam (Sunni),UCDP,,,
1392,FLEC-R,FLEC-R,Frente da libertaê_ê£o do enclave de Cabinda-Renovada,Front for the Liberation of the Enclave of Cabinda-Renewed,0,,,,1,191,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Angola,540,4,1-192,splinter,0,FLEC,,Secessionist,Cabindan,None,UCDP,,,
1393,FLEC-FAC,FLEC-FAC,Frente da libertaê_ê£o do enclave de Cabinda-Forê_as armadas de Cabinda,Front for the Liberation of the Enclave of Cabinda-Armed Forces of Cabinda,0,,,,1,190,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Angola,540,4,1-192,splinter,1,FLEC,,Secessionist,Cabindan,None,UCDP,,,
1394,AIAI,AIAI,al-Itahad al-Islami,Islamic Unity,0,,,,1,283,NA,NA,0,,2-301,0,,0,,NA,0,,NA,0,,,0,,NA,"Somalia, Ethiopia","520, 530",4,1-133,religious organization,0,,,Islamist,Ogaden,Islam (Salafi),UCDP,,,
1395,FDR,FDR,Front dê©mocratique pour le renouveau,Democratic Front for Renewal,0,,,,1,113,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Niger,436,4,1-212,grassroots,0,,"Pastoralists who didn't seem to have a formal organization prior, though there may have been some tribal/ethnic structure",Autonomy,Toubous,None,UCDP,,,
1397,MPA/Republic of Anjouan,MPA/Republic of Anjouan,Mouvement populaire anjouanais/Republic of Anjouan,Anjouan People_‹_s Movement/Republic of Anjouan,0,,,,1,35,NA,NA,0,,2-180,0,,0,,NA,0,,NA,0,,,0,,NA,Comoros,581,4,1-213,political party,0,,,Secessionist,Anjouan,None,Lansford; Political Handbook of the World 2015,,,
1398,Cobras,Cobras,Cobras,Cobras,0,,,,1,189,NA,1398,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Congo,484,4,1-214,political party,0,PCT,,Ethnic Grievances,Mbochi,None,UCDP,,,
1399,Ninjas,Ninjas,Ninjas,Ninjas,0,,,,1,36,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,1,Ntsiloulous,1401,Congo,484,4,1-214,political party,0,MCDDI,,Ethnic Grievances,Lari,None,UCDP,,,
1400,Cocoyes,Cocoyes,Cocoyes,Cocoyes,0,,,,1,37,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Congo,484,4,1-214,political party,0,UPADS,,Ethnic Grievances,Nibolek,None,UCDP,,,
1401,Ntsiloulous,Ntsiloulous,Ntsiloulous,Ntsiloulous,0,,,,1,38,NA,1401,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Congo,484,4,1-214,religious organization,0,,,Ethnic Grievances,Lari,Christian (Protestant),UCDP,,,
1402,"Military Junta for the Consolidation of Democracy, Peace and Justice","Military Junta for the Consolidation of Democracy, Peace and Justice",,"Military Junta for the Consolidation of Democracy, Peace and Justice",0,,,,1,58,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Guinea-Bissau,404,4,1-216,military faction,1,,,Regime Change,Guinean,None,UCDP,,,
1403,Military faction,Military faction,,Military faction,0,,,,1,92,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Lesotho,570,4,1-217,military faction,1,,,Coup,Lesothan,None,UCDP,,,
1404,OLF,OLF,,Oromo Liberation Front,0,,,,1,55,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Ethiopia,530,4,1-219,political organization,0,,,Secessionist,Oromo,None,UCDP,,,
1406,Military faction (forces of Andrê© Kolingba),Military faction (forces of Andrê© Kolingba),,Military faction (forces of Andrê© Kolingba),0,,,,1,17,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Central African Republic,482,4,1-222,military faction,1,,,Coup,Yakoma,Christian,UCDP,,,
1407,Forces of Francois Bozize,Forces of Francois Bozize,,Forces of Francois Bozize,0,,,,1,287,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Central African Republic,482,4,1-222,military faction,1,,,Coup,Gbaya,Christian,UCDP,,,
1408,UFDR,UFDR,Union des Forces dê©mocratiques pour le rassemblement,Union of Democratic Forces for Unity,0,,,,1,628,NA,NA,0,,2-451,0,,0,,NA,0,,NA,1,Seleka,2044,0,,NA,Central African Republic,482,4,1-222,splinter,1,Forces of Francois Bozize,,Ethnic Grievances,Mixed,Christian,UCDP,,,
