"actorid","name.data","name.orig","name.orig.full","name.orig.fulleng","namechange","newname","newname.full.mt","newname.fulleng","org","dyadid","primary.party","osid","osvcoalition","osvcoalitionid","nsid","nscoalition","nscoalitionid","splinter","name.prev","actorid.prev","split.temp","name.split.temp","actorid.split.temp","alliance","name.alliance","actorid.alliance","join.group","group.name","actorid.group","location","gwno.loc","region","conflictid","origin"
2084,"Military faction (Harar garrison)","Military faction (Harar garrison)","","",0,"","","",1,"852",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Ethiopia","530","4","1-70","military faction"
2085,"Forces of Mullo Abdullo","Forces of Mullo Abdullo","","",0,"","","",1,"849",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Tajikistan","702","3","1-200",NA
2091,"APCLS","APCLS","Alliance des patriotes pour un Congo libre et souverain","Alliance of the People for a Free and Sovereign Congo",0,"","","",1,"858",NA,NA,0,"","2-491, 2-12328",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"DR Congo (Zaire)","490","4","1-86",NA
2120,"Signed-in-Blood Battalion","Signed-in-Blood Battalion","al-Mouwakoune Bi-Dima","Signed-in-Blood Battalion",0,"","","",1,"865",NA,2120,0,"","2-489",1,"543203",1,"AQIM",1391,0,"",NA,1,"al-Murabitun","4376",0,"",NA,"Algeria, Mali","615, 432","4","1-274","splinter"
2939,"NLFT-B","NLFT-B","National Liberation Front of Tripura-Biswamohan faction","National Liberation Front of Tripura-Biswamohan faction",0,"","","",1,"11299",NA,NA,0,"","",0,"",1,"NLFT",1150,0,"",NA,0,"","",0,"",NA,"India","750","3","1-139","splinter"
3043,"PARC-FAAL","PARC-FAAL","Parti pour l’action et la reconstruction du Congo-Forces armées alléluia","Party for Action and the Reconstruction of the Congo-Allelujah Armed Forces",0,"","","",1,"11377",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"DR Congo (Zaire)","490","4","1-86",NA
3151,"NDFB-S","NDFB-S","","National Democratic Front of Bodoland-Songbijit",0,"","","",1,"12557",NA,3151,0,"","",0,"",1,"NDFB - RD",1950,0,"",NA,0,"","",0,"",NA,"India","750","3","1-227","splinter"
3563,"SSDM/A - Cobra Faction","SSDM/A - Cobra Faction","SSDM/A - Cobra Faction","South Sudan Democratic Movement/Army - Cobra Faction",0,"","","",1,"860",NA,NA,0,"","",0,"",1,"SSDM/A",1993,0,"",NA,0,"","",0,"",NA,"South Sudan","626","4","1-270","splinter"
3946,"CPI-ML-J","CPI-ML-J","","Communist Party of India-Marxist-Leninist-Janasakhti faction",0,"","","",1,"11932",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"India","750","3","1-29",NA
3967,"Kata Katanga","Kata Katanga","Kata Katanga","Kata Katanga",0,"","","",1,"856",NA,3967,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"DR Congo (Zaire)","490","4","1-68",NA
4006,"Sultanate of Sulu","Sultanate of Sulu","Sultanate of Sulu","Sultanate of Sulu",0,"","","",1,"861",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Malaysia","820","3","1-278",NA
4201,"anti-Balaka","anti-Balaka","anti-Balaka","anti-Balaka",0,"","","",1,"12380",NA,4201,0,"","2-12378, 2-14318",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Central African Republic","482","4","1-222",NA
4226,"SPLM/A In Opposition","SPLM/A In Opposition","","Sudan Liberation Army/Movement In Opposition",0,"","","",1,"859",NA,4226,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"South Sudan","626","4","1-270",NA
4286,"Forces of Paul Joseph Mukungubila","Forces of Paul Joseph Mukungubila","Forces of Paul Joseph Mukungubila","Forces of Paul Joseph Mukungubila",0,"","","",1,"12463",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"DR Congo (Zaire)","490","4","1-86",NA
4319,"Wilayat Sinai","Ansar Bayt al-Maqdis","","Ansar Bayt al-Maqdis",1,"Wilayat Sinai","Wilayat Sinai","Sinai Province ",1,"12487",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Egypt","651","2","1-196",NA
4376,"al-Murabitun","al-Murabitun","al-Murabitun","The Sentinel",0,"","","",1,"12582",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Mali","432","4","1-274","alliance"
4456,"Syrian insurgents","Syrian insurgents","Syrian insurgents","Syrian insurgents",0,"","","",1,"867",NA,4456,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Syria","652","2","1-102",NA
5802,"Libyan National Army","Libyan National Army","","Libyan National Army",0,"","","",1,"14059",NA,NA,0,"","2-14061",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Libya","620","4","1-271",NA
5817,"Maidan","Maidan","Народне об'єднання ""Майдан"" / Narodne ob'yednannya ""Maydan""","Maidan People's Council",0,"","","",1,"14085",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Ukraine","369","1","1-280",NA
5839,"Lugansk People's Republic","Lugansk People's Republic","Луганская народная республика / Luganskaya narodnaya respublika","Lugansk People's Republic",0,"","","",1,"14184",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,1,"United Armed Forces of Novorossiya","5914",0,"",NA,"Ukraine","369","1","1-282",NA
5840,"Donetsk People's Republic","Donetsk People's Republic","Донецкая народная республика / Donetskaya narodnaya respublika","Donetsk People's Republic",0,"","","",1,"14124",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,1,"United Armed Forces of Novorossiya","5914",0,"",NA,"Ukraine","369","1","1-281",NA
5849,"SARC","SARC","","Sudanese Awakening Revolutionary Council",0,"","","",1,"14134",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Sudan","625","4","1-113",NA
5866,"Darfur Joint Resistance Forces","Darfur Joint Resistance Forces","","Darfur Joint Resistance Forces",0,"","","",1,"14150",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Sudan","625","4","1-113",NA
5914,"United Armed Forces of Novorossiya","United Armed Forces of Novorossiya","Объединённых Вооруженных Сил Новороссии","United Armed Forces of Novorossiya",0,"","","",1,"14210",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Ukraine","369","1","1-283","alliance"
5928,"Jamaat-ul-Ahrar","Ahrar-ul-Hind","Ahrar-ul-Hind","The Freedom Fighters of India",1,"Jamaat-ul-Ahrar","Jamaat-ul-Ahrar","Freedom Fighters Group",1,"14227",NA,NA,0,"","",0,"",1,"TTP",1199,0,"",NA,0,"","",0,"",NA,"Pakistan","770","3","1-209","splinter"
5940,"Zintan Brigades","Zintan Brigades","","Zintan Brigades",0,"","","",1,"14249",NA,NA,0,"","2-14251",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Libya","620","4","1-271",NA
5965,"PSLF","PSLF","Palaung State Liberation Front","Palaung State Liberation Front",0,"","","",1,"14273",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Myanmar (Burma)","775","3","1-279",NA
